;Unnamed: 0;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction;ID
406;1003;France;Impots.gouv.fr;1;0;366;96;20/05/2021;0;279029
407;1005;France;ANTS;1;0;3;493;25/05/2020;0;279026
408;1006;France;Oups.gouv.fr;0;1;74;185;06/08/2020;0;279023
409;1007;France;Unité Numérique;0;0;-48;381;06/04/2020;0;279020
410;1008;France;ANTS;0;0;5;1094;29/05/2020;0;279017
411;1009;France;Service des Impôts des particuliers;1;1;396;879;25/06/2021;0;279014
412;1010;France;Service des Impôts des particuliers;1;0;396;205;25/06/2021;0;279011
413;1011;France;Service des Impôts des particuliers;0;0;396;639;25/06/2021;0;279008
414;1012;France;Impots.gouv.fr;1;1;359;330;20/05/2021;0;279005
415;1013;France;Carsat;1;1;3;296;29/05/2020;0;279002
416;1014;France;Brigade de gendarmerie;0;0;-51;138;06/04/2020;0;278999
417;1015;France;ANTS;1;0;1;462;29/05/2020;0;278996
418;1016;France;Brigade de gendarmerie;0;1;-52;878;06/04/2020;0;278993
419;1018;France;DGFIP;0;0;366;316;31/05/2021;0;278990
420;1020;France;ANTS;0;0;61;43;06/05/2020;0;278989
421;1021;France;ANTS;1;0;61;1268;06/05/2020;0;278986
422;1023;France;ANTS;0;0;30;448;06/05/2020;0;278983
423;1024;France;CNAV;0;0;153;521;06/09/2020;0;278980
424;1025;France;Brigade de gendarmerie;0;0;30;233;06/05/2020;0;278977
425;1027;France;ANTS;1;1;153;537;06/10/2020;0;278974
426;1029;France;DGFIP;0;1;298;562;31/05/2021;0;278971
427;1031;France;DGFIP;1;0;298;1097;31/05/2021;0;278968
428;1032;France;ANTS;1;1;61;202;06/11/2020;0;278965
429;1033;France;CAF;1;1;-80;1060;18/06/2020;0;278962
430;1034;France;Impots.gouv.fr;1;1;-106;930;22/06/2020;0;278959
431;1035;France;Service des Impôts des particuliers;0;0;195;1550;20/05/2021;0;278956
432;1036;France;Brigade de gendarmerie;0;0;0;333;06/11/2020;0;278953
433;1037;France;Brigade de gendarmerie;0;0;4;187;17/06/2020;0;278950
434;1038;France;Services Publics +;1;0;6;2471;19/06/2020;0;278947
435;1039;France;Impots.gouv.fr;0;0;8;736;22/06/2020;0;278944
436;1040;France;Carsat;1;0;10;453;24/06/2020;0;278941
437;1041;France;ANTS;1;1;2;722;18/06/2020;0;278938
438;1042;France;ANTS;1;1;8;1325;25/06/2020;0;278935
439;1043;France;ANTS;0;0;2;756;19/06/2020;0;278932
440;1044;France;Impots.gouv.fr;0;0;337;452;20/05/2021;0;278929
441;1045;France;Chèque énergie;0;0;11;167;29/06/2020;0;278926
442;1046;France;ANTS;1;1;3;548;24/06/2020;0;278923
443;1047;France;Carsat;0;0;1;415;23/06/2020;0;278920
444;1049;France;Brigade de gendarmerie;0;0;30;348;24/07/2020;0;278917
445;1052;France;Services Publics +;1;0;-113;582;07/03/2020;0;278914
446;1055;France;Unité Numérique;0;0;-174;506;07/01/2020;0;278911
447;1056;France;Carsat;1;0;15;1176;15/07/2020;0;278909
448;1059;France;Brigade de gendarmerie;0;0;-76;151;23/07/2020;0;278906
449;1060;France;Carsat;1;0;3;244;17/07/2020;0;278903
450;1061;France;Caisse régionale URSSAF;1;0;65;544;17/09/2020;0;278900
451;1062;France;Caisse régionale URSSAF;0;0;64;619;16/09/2020;0;278897
452;1063;France;Service-public.fr;0;0;319;760;31/05/2021;0;278894
453;1064;France;ANTS;1;1;5;1316;21/07/2020;0;271292
454;1065;France;Caisse régionale URSSAF;1;1;164;498;28/12/2020;0;278891
455;1067;France;ANTS;1;1;9;1769;28/07/2020;0;278888
456;1068;France;CAF;1;0;9;832;29/07/2020;0;278885
457;1070;France;Brigade de gendarmerie;0;0;2;51;23/07/2020;0;278883
458;1071;France;Brigade de gendarmerie;0;0;2;406;24/07/2020;0;278880
459;1072;France;CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE;0;0;0;302;23/07/2020;0;278877
460;1073;France;Chèque énergie;0;0;300;748;20/05/2021;0;278874
461;1074;France;Service des Impôts des particuliers;1;1;333;703;25/06/2021;0;278871
462;1075;France;ANTS;0;1;-141;315;08/03/2020;0;278868
463;1076;France;ANTS;1;0;-141;534;08/03/2020;0;278865
464;1077;France;ANTS;1;1;1;807;29/07/2020;0;278862
465;1078;France;ANTS;1;0;1;1000;29/07/2020;0;278859
466;1079;France;Préfecture;1;1;2;623;31/07/2020;0;278856
467;1080;France;ANTS;1;1;-143;672;08/03/2020;0;278853
468;1081;Espagne;Réseau consulaire;1;0;515;2862;27/12/2021;1;278850
469;1083;France;Préfecture;0;0;154;473;09/08/2020;0;278847
470;1085;France;Carsat;1;1;163;464;18/08/2020;0;278844
471;1086;France;ANTS;1;0;104;103;20/08/2020;0;278841
472;1088;France;CAF;0;1;48;345;25/08/2020;0;278838
473;1089;France;ANTAI;1;1;44;2342;21/09/2020;0;278835
474;1090;France;ANTS;1;0;-80;297;20/08/2020;0;278832
475;1092;France;Service des Impôts des particuliers;1;0;-82;694;18/08/2020;0;278830
476;1094;France;ANTS;0;1;-110;1333;20/08/2020;0;278827
477;1096;France;ANTS;1;0;7;538;20/08/2020;0;278824
478;1097;France;ANTS;0;0;7;255;20/08/2020;0;278821
479;1098;France;ANTS;1;0;7;296;20/08/2020;0;278818
480;1099;France;ANTS;1;1;6;1434;20/08/2020;0;278815
481;1100;France;ANTS;1;0;5;504;20/08/2020;0;278812
482;1101;France;Brigade de gendarmerie;0;0;-191;450;09/02/2020;0;278809
483;1102;France;ANTS;1;1;8;103;26/08/2020;0;278806
484;1103;France;CAF;1;1;7;292;25/08/2020;0;278805
485;1104;France;ANTS;1;1;4;797;26/08/2020;0;278802
486;1105;France;ANTS;1;0;4;255;26/08/2020;0;278799
487;1106;France;ANTS;1;0;3;412;26/08/2020;0;278796
488;1107;France;ANTS;1;0;4;1110;28/08/2020;0;278793
489;1108;France;ANTS;1;0;3;1800;28/08/2020;0;278790
490;1109;France;ANTS;1;0;2;869;28/08/2020;0;278787
491;1110;France;Brigade de gendarmerie;0;0;-19;256;09/08/2020;0;278784
492;1111;France;ANTS;1;0;2;365;31/08/2020;0;278781
493;1112;France;Brigade de gendarmerie;0;0;-52;546;09/07/2020;0;278779
494;1114;France;Services Publics +;1;1;31;443;09/02/2020;0;278776
495;1117;France;ANTS;0;0;0;248;09/03/2020;0;278773
496;1120;France;Brigade de gendarmerie;0;0;122;259;09/08/2020;0;278770
497;1121;France;Brigade de gendarmerie;0;1;92;656;09/08/2020;0;271247
498;1124;France;ANTS;1;1;30;1088;09/10/2020;0;278767
499;1125;France;Caisse régionale URSSAF;1;1;80;356;28/12/2020;0;278764
500;1126;France;Services Publics +;1;1;6;204;21/09/2020;0;278761
501;1127;France;ANTS;0;0;5;230;21/09/2020;0;278758
502;1128;France;Carsat;1;0;3;1175;21/09/2020;0;278755
503;1129;France;ANTS;0;0;3;267;21/09/2020;0;278753
504;1130;France;Brigade de gendarmerie;0;0;6;411;24/09/2020;0;278750
505;1132;France;ANTS;0;0;3;246;24/09/2020;0;278747
506;1133;France;stationnement.gouv.fr;1;1;275;587;24/06/2021;0;278744
507;1135;France;Carsat;1;0;2;292;24/09/2020;0;278741
508;1136;France;COMMISSARIAT DE POLICE;0;1;-257;797;10/01/2020;0;278738
509;1137;France;Carsat;1;0;23;2648;16/10/2020;0;278735
510;1138;France;ANTS;1;1;2;270;25/09/2020;0;278732
511;1139;France;Carsat;1;0;4;817;28/09/2020;0;278729
512;1140;France;Brigade de gendarmerie;0;1;4;522;28/09/2020;0;278728
513;1141;France;ANTS;0;0;4;899;28/09/2020;0;278725
514;1142;France;Impots.gouv.fr;0;0;274;316;25/06/2021;0;278722
515;1143;France;ANTS;0;0;5;385;30/09/2020;0;278719
516;1144;France;CNAV;1;0;21;968;16/10/2020;0;278716
517;1145;France;ANTS;1;1;1;424;28/09/2020;0;278713
518;1146;France;ANTS;1;1;1;616;28/09/2020;0;278710
519;1148;France;Amendes.gouv.fr;1;1;-230;529;10/02/2020;0;280225
520;1150;France;ANTS;1;0;1;1899;30/09/2020;0;278707
521;1151;France;ANTS;1;0;1;188;30/09/2020;0;278704
522;1153;France;Brigade de gendarmerie;0;0;14;205;14/10/2020;0;278703
523;1154;France;ANTS;0;0;0;58;10/01/2020;0;278700
524;1155;France;ANTS;0;0;31;284;10/02/2020;0;278697
525;2148;France;Carsat;0;0;14;192;19/08/2021;0;278694
526;2150;France;Carsat;0;0;61;213;05/11/2021;0;278691
527;2152;France;Carsat;1;1;-102;944;26/05/2021;0;278688
528;2153;France;Service des Impôts des particuliers;1;0;-97;400;31/05/2021;0;278685
529;2154;France;Carsat;0;0;-68;93;29/06/2021;0;278682
530;2155;France;Carsat;0;0;31;1025;05/11/2021;0;278679
531;2156;France;ANTS;0;0;0;1166;05/10/2021;0;278676
532;2157;France;Carsat;0;0;61;378;05/12/2021;0;278673
533;2158;France;Info Retraite;1;1;-138;514;20/05/2021;0;278670
534;2159;France;Carsat;0;0;61;242;05/12/2021;0;278667
535;2160;France;Carsat;0;0;-140;371;18/05/2021;0;278664
536;2161;France;Carsat;0;0;61;109;05/12/2021;0;278661
537;2162;France;Carsat;0;0;-137;610;21/05/2021;0;278658
538;2163;France;COMMISSARIAT DE POLICE;1;1;49;1073;23/11/2021;0;278655
539;2164;France;Carsat;0;0;-131;589;27/05/2021;0;278652
540;2165;France;Carsat;1;0;-139;526;19/05/2021;0;278649
541;2166;France;Caisse régionale URSSAF;0;0;-138;200;20/05/2021;0;278646
542;2167;France;Carsat;0;0;-140;227;18/05/2021;0;278643
543;2168;France;Carsat;0;1;-140;857;18/05/2021;0;278640
544;2170;France;Carsat;0;0;-162;521;27/05/2021;0;278637
545;2173;Afghanistan;Carsat;1;1;-171;1054;18/05/2021;0;278634
546;2176;France;Carsat;0;1;-122;188;06/07/2021;0;278631
547;2177;France;CAF;1;0;-30;1812;06/10/2021;0;278628
548;2180;France;Carsat;1;1;-202;142;17/05/2021;0;278622
549;2181;France;Carsat;0;0;-108;172;19/08/2021;0;278625
550;2182;France;Carsat;1;1;-199;919;20/05/2021;0;278619
551;2183;France;MTE-MCTRCT;0;1;-329;437;10/01/2021;0;278616
552;2184;France;Carsat;0;0;-243;511;06/04/2021;0;278613
553;2185;France;Carsat;0;0;-202;324;17/05/2021;0;271193
554;2186;France;Carsat;0;0;-200;456;19/05/2021;0;278610
555;2188;Afghanistan;Carsat;0;0;-199;467;20/05/2021;0;278607
556;2189;France;Franceconnect;0;0;8;334;21/05/2021;0;278604
557;2191;France;Carsat;1;0;4;315;17/05/2021;0;278601
558;2192;France;CAF;0;1;85;928;06/08/2021;0;278598
559;2193;France;CNAV;0;0;-127;732;06/01/2021;0;278597
560;2194;France;Franceconnect;1;0;32;84;14/06/2021;0;278594
561;2195;France;Carsat;1;0;47;1249;29/06/2021;0;278591
562;2196;France;CPAM;1;0;46;400;28/06/2021;0;278588
563;2197;France;Carsat;0;0;7;424;20/05/2021;0;278585
564;2198;France;Carsat;1;0;8;84;21/05/2021;0;278582
565;2199;France;Carsat;0;0;8;88;21/05/2021;0;278579
566;2200;France;Carsat;1;0;14;850;27/05/2021;0;278576
567;2201;France;Réseau consulaire;1;0;98;2103;19/08/2021;0;278573
568;2202;France;Carsat;0;0;7;360;21/05/2021;0;278570
569;2206;France;Signalement.gouv;1;0;4;276;18/05/2021;0;278567
570;2207;France;Carsat;1;0;7;694;21/05/2021;0;278564
571;2209;France;Franceconnect;1;1;-128;731;06/01/2021;0;278561
572;2210;France;Carsat;0;1;6;342;21/05/2021;0;278558
573;2728;France;Services Publics +;0;1;92;332;07/08/2021;0;278555
574;2730;France;Carsat;1;0;53;107;30/07/2021;0;278552
575;2732;France;CPAM;1;0;1;56;08/06/2021;0;278549
576;2734;France;CAF;1;0;61;950;07/08/2021;0;278546
577;2735;France;Réseau des rectorats et DSDEN;1;0;44;644;21/07/2021;0;278545
578;2736;France;Service des Impôts des particuliers;1;1;30;329;07/07/2021;0;278542
579;2737;France;Carsat;0;0;36;625;13/07/2021;0;278539
580;2738;France;Service des Impôts des particuliers;0;1;183;1143;07/12/2021;0;278536
581;2739;France;Carsat;1;0;61;655;07/08/2021;0;278533
582;2740;France;Région de Gendarmerie;0;0;62;329;07/09/2021;0;278530
583;2741;France;ANTS;0;0;153;154;07/12/2021;0;278527
584;2742;France;Carsat;1;1;70;647;15/09/2021;0;278524
585;2743;France;Carsat;1;0;18;779;25/08/2021;0;278521
586;2744;France;Carsat;1;0;-16;761;22/07/2021;0;278519
587;2745;France;Centre national CESU;1;0;40;143;16/09/2021;0;278516
588;2746;France;Carsat;0;0;31;440;07/09/2021;0;278513
589;2747;France;CROUS;1;1;-177;3712;11/02/2021;0;278510
590;2748;France;Carsat;1;0;0;275;07/09/2021;0;278507
591;2749;France;Carsat;1;1;-54;117;15/07/2021;0;278504
592;2750;France;Carsat;0;0;0;1010;07/09/2021;0;278501
593;2752;France;Carsat;1;1;-54;647;15/07/2021;0;278498
594;2755;France;Assurance retraite Ile de France;1;0;-12;1842;26/08/2021;1;278495
595;2758;France;ANTS;0;0;-86;454;13/07/2021;0;278494
596;2759;France;Carsat;1;0;32;353;08/11/2021;0;278491
597;2762;France;Carsat;1;0;-43;235;25/08/2021;0;278488
598;2763;France;Carsat;1;1;-111;659;19/07/2021;0;278485
599;2764;France;Carsat;1;1;30;535;07/12/2021;0;278482
600;2765;France;Carsat;0;0;-115;140;15/07/2021;0;278479
601;2766;France;CNAM;1;1;-117;104;13/07/2021;0;278476
602;2767;France;Carsat;1;0;-114;322;16/07/2021;0;278473
603;2768;France;Carsat;1;0;-104;2160;25/08/2021;0;278470
604;2770;France;Defenseur des droits;1;1;-8;1160;29/11/2021;0;278469
605;2771;France;Service des Impôts des particuliers;1;1;-145;495;15/07/2021;0;278466
606;2773;France;Franceconnect;1;0;-145;1656;15/07/2021;0;278463
607;2774;France;Carsat;0;0;34;200;16/08/2021;0;278460
608;2775;France;CNAM;1;0;6;381;19/07/2021;0;278457
609;2776;France;POLE EMPLOI;1;0;10;1251;23/07/2021;0;278454
610;2777;France;CNAM;1;0;6;196;19/07/2021;0;278451
611;2778;France;Carsat;1;1;2;502;15/07/2021;0;278448
612;2779;France;AGIRC-ARRCO;0;0;132;463;22/11/2021;0;278445
613;2780;France;Carsat;1;1;44;1239;26/08/2021;0;278442
614;2781;France;CPAM;1;0;2;528;15/07/2021;0;278439
615;2782;France;Franceconnect;0;0;2;384;15/07/2021;0;278436
616;2783;France;Carsat;1;0;7;366;20/07/2021;0;278433
617;2784;France;Mesdroitssociaux.gouv.fr;0;0;87;649;08/10/2021;0;278430
618;2788;France;Carsat;1;1;7;519;20/07/2021;0;278427
619;2789;France;Carsat;1;1;7;1641;20/07/2021;0;278424
620;2791;Afghanistan;Carsat;1;0;42;2736;25/08/2021;0;278418
621;2792;France;Services Publics +;0;1;13;435;27/07/2021;0;278421
622;2793;France;Service des Impôts des particuliers;1;1;14;2149;28/07/2021;0;278417
623;2795;France;Carsat;1;1;5;1525;20/07/2021;0;278414
624;2797;France;Franceconnect;0;0;0;1387;15/07/2021;0;278411
625;2799;France;Carsat;1;1;0;683;15/07/2021;0;278408
626;2800;France;Assurance retraite Ile de France;1;1;42;754;26/08/2021;1;278405
627;2801;France;CAF;1;1;32;215;16/08/2021;0;278402
628;2802;France;Assurance retraite Ile de France;1;0;42;1964;26/08/2021;1;278399
629;2803;France;ANTS;1;0;-37;1625;08/06/2021;0;278396
630;2804;France;ANTS;1;1;5;2278;20/07/2021;0;278393
631;2805;France;Assurance retraite Ile de France;1;0;41;222;26/08/2021;1;278391
632;2806;France;COMMISSARIAT DE POLICE;0;1;3;695;19/07/2021;0;278388
633;2807;France;Pré-plainte en ligne (PPEL);1;1;3;235;19/07/2021;0;278382
634;2808;France;ETABLISSEMENT HOSPITALIER;1;0;3;1357;19/07/2021;0;278385
635;2809;France;Service des Impôts des particuliers;1;1;3;3647;19/07/2021;0;278379
636;2810;France;Carsat;1;0;41;1252;26/08/2021;0;278376
637;2811;France;CPAM;0;0;0;847;16/07/2021;0;278373
638;2812;France;Carsat;1;0;7;884;23/07/2021;0;278370
639;2813;France;CPAM;0;0;4;470;20/07/2021;0;278367
640;2814;France;Info Retraite;1;1;6;815;22/07/2021;0;278364
641;2815;France;Franceconnect;1;1;3;449;20/07/2021;0;278361
642;2817;France;CNAM;1;0;2;305;19/07/2021;0;278358
643;2820;France;Carsat;1;0;11;859;29/07/2021;0;278355
644;2823;France;Carsat;1;1;38;1281;26/08/2021;0;278352
645;2824;France;Carsat;1;1;3;505;22/07/2021;0;278349
646;2827;France;CAF;1;0;3;99;22/07/2021;0;278346
647;2828;France;COMMISSARIAT DE POLICE;1;0;9;145;29/07/2021;0;278343
648;2829;France;Maprim'renov;1;1;21;2335;10/08/2021;1;278340
649;2830;France;Carsat;0;0;-162;545;08/02/2021;0;278339
650;2831;France;CAF;1;0;3;1384;23/07/2021;0;278336
651;2832;France;Franceconnect;0;1;2;487;22/07/2021;0;278333
652;2833;France;CNAM;1;0;2;139;22/07/2021;0;278330
653;2835;France;Trésorerie amendes;1;1;-133;543;09/03/2021;0;278327
654;2836;France;CAF;1;1;1;823;21/07/2021;0;278324
655;2838;France;Préfecture;1;0;2;1006;22/07/2021;0;278321
656;2839;France;Franceconnect;1;1;2;773;22/07/2021;0;278318
657;2840;France;Services Publics +;0;0;3;1785;23/07/2021;0;278315
658;2841;France;Carsat;1;0;36;439;26/08/2021;0;278312
659;2842;France;ANTS;1;0;1;207;22/07/2021;0;278309
660;2843;France;Services Publics +;1;1;1;1973;22/07/2021;0;278306
661;2844;France;ANAH;1;1;-134;2303;09/03/2021;0;278303
662;2845;France;Maprim'renov;1;1;20;1596;10/08/2021;1;278300
663;2846;France;ANTS;1;1;1;929;22/07/2021;0;278294
664;2847;France;Carsat;0;0;1;386;22/07/2021;0;278291
665;2848;France;Maprim'renov;1;0;-134;920;09/03/2021;1;278288
666;2849;France;CGSS Assurance Maladie;1;0;1;527;22/07/2021;0;278285
667;2853;France;CNAM;1;1;0;604;22/07/2021;0;278282
668;2854;France;Service des Impôts des particuliers;1;0;0;416;22/07/2021;1;278279
669;2856;France;Carsat;0;0;-44;454;08/06/2021;0;278276
670;2857;France;COMMISSARIAT DE POLICE;0;1;7;421;29/07/2021;0;278273
671;2858;France;COMMISSARIAT DE POLICE;1;0;-43;1114;09/06/2021;0;278270
672;2860;France;Carsat;1;0;7;563;29/07/2021;0;278267
673;2862;France;CPAM;0;0;0;2045;23/07/2021;0;278264
674;2864;France;Carsat;0;0;5;152;28/07/2021;0;278261
675;2865;France;Carsat;1;0;3;1388;26/07/2021;0;278258
676;2866;France;Maprim'renov;1;1;-136;1124;09/03/2021;1;278255
677;2867;France;CPAM;1;0;5;855;28/07/2021;0;278252
678;2868;France;Carsat;1;1;77;1510;08/10/2021;0;278249
679;2869;France;Carsat;0;0;5;224;28/07/2021;0;278246
680;2870;France;CNAM;0;1;5;339;28/07/2021;0;278243
681;2871;France;Carsat;1;0;-165;337;08/02/2021;0;278240
682;2872;France;Assurance retraite Ile de France;1;0;34;113;26/08/2021;1;278237
683;2873;France;ANTS;0;1;5;391;28/07/2021;0;278234
684;2874;France;Assurance retraite Ile de France;1;0;33;592;26/08/2021;1;278231
685;2875;France;Casier judiciaire national;1;0;-45;478;09/06/2021;0;278228
686;2876;France;Carsat;0;0;2;173;27/07/2021;0;278225
687;2877;France;CNAM;1;1;3;426;28/07/2021;0;278222
688;2878;France;Chèque énergie;1;0;37;741;31/08/2021;0;278219
689;2879;France;Assurance retraite Ile de France;1;1;32;177;26/08/2021;1;278216
690;2880;France;Ville - Commune;1;0;3;891;28/07/2021;0;278213
691;2882;France;Carsat;1;1;1;458;27/07/2021;0;278210
692;2885;France;CPAM;1;0;2;2246;28/07/2021;0;278207
693;2888;France;Carsat;0;1;4;586;30/07/2021;0;278206
694;2889;France;Assurance retraite Ile de France;1;1;24;2361;19/08/2021;1;278203
695;2892;France;Amendes.gouv.fr;1;1;137;386;11/12/2021;0;278200
696;2893;France;Assurance retraite Ile de France;1;0;30;550;26/08/2021;1;278197
697;2894;France;Carsat;0;0;2;1342;29/07/2021;0;278194
698;2895;France;Carsat;0;0;2;583;29/07/2021;0;280317
699;2896;France;Trésorerie;1;1;137;871;11/12/2021;0;278191
700;2897;France;Carsat;0;0;2;125;29/07/2021;0;278188
701;2898;France;Carsat;0;0;2;75;29/07/2021;0;278185
702;2900;France;AGENCE POLE EMPLOI (APE);1;0;-110;1625;08/04/2021;0;278182
703;2901;France;Franceconnect;1;1;-141;1157;08/03/2021;0;278180
704;2903;France;Carsat;1;0;2;993;29/07/2021;0;278177
705;2904;France;Moncommissariat.fr;0;0;74;692;09/10/2021;0;278174
706;2905;France;Carsat;1;0;2;402;29/07/2021;0;278171
707;2906;France;Carsat;0;0;1;557;29/07/2021;0;278168
708;2907;France;France services;0;0;47;296;13/09/2021;0;278165
709;2908;France;Assurance retraite Ile de France;1;0;29;866;26/08/2021;1;278162
710;2909;France;Carsat;0;0;1;170;29/07/2021;0;278159
711;2910;France;Agence de services et de paiement (ASP);0;0;-170;382;08/02/2021;0;278156
712;2911;France;Carsat;0;1;2;251;30/07/2021;0;278155
713;2912;France;Moncommissariat.fr;0;1;-142;185;08/03/2021;0;278152
714;2913;France;ANAH;1;1;13;1118;10/08/2021;0;278149
715;2914;France;CNAM;0;0;-143;104;08/03/2021;0;278146
716;2918;France;ANTS;1;1;0;464;30/07/2021;0;278143
717;2919;France;Service des Impôts des particuliers;1;0;31;318;30/08/2021;0;278137
718;2921;France;Direction régionale DR;0;0;19;140;18/08/2021;0;278134
719;2922;France;Région de Gendarmerie;1;0;-172;618;08/02/2021;0;278131
720;2923;France;Service des Impôts des particuliers;0;0;-21;659;09/07/2021;0;278129
721;2925;France;Carsat;0;0;-173;807;08/02/2021;0;278126
722;2927;France;COMMISSARIAT DE POLICE;1;0;-52;883;09/06/2021;0;278123
723;2929;France;Carsat;0;0;28;406;08/03/2021;0;278120
724;2930;France;Carsat;0;0;28;361;08/03/2021;0;278117
725;2931;France;Préfecture;1;0;28;442;08/03/2021;0;278114
726;2932;France;ANAH;1;1;183;1620;10/08/2021;0;278111
727;2933;France;Carsat;0;0;28;138;08/03/2021;0;278108
728;2934;France;Impots.gouv.fr;0;1;278;291;11/12/2021;0;278105
729;2935;France;Service des Impôts des entreprises;0;0;278;322;11/12/2021;0;278102
730;2936;France;Trésorerie amendes;0;0;278;1394;11/12/2021;0;278099
731;2937;France;Démarches simpliées;1;0;245;1281;08/11/2021;0;278096
732;2938;France;Carsat;0;0;61;364;08/05/2021;0;278093
733;2939;France;Réseau hors réseau;1;1;93;541;09/06/2021;0;278090
734;2940;France;Carsat;1;1;158;2326;13/08/2021;0;278087
735;2941;France;Moncommissariat.fr;0;0;184;200;09/10/2021;0;278084
736;2942;France;MSA;1;1;131;370;17/08/2021;0;278081
737;2943;France;Services Publics +;1;0;183;392;08/10/2021;0;278078
738;2944;France;MSA;1;0;129;271;14/09/2021;0;278077
739;2945;France;Service des Impôts des particuliers;1;0;0;1279;08/05/2021;1;278074
740;2947;France;PREFECTURE DE POLICE DE PARIS;1;0;173;655;28/10/2021;0;278071
741;2950;France;CNAM;1;1;0;445;08/06/2021;0;271070
742;2953;France;CAF;0;0;122;198;08/10/2021;0;278068
743;2954;France;Direction régionale DR;0;0;71;389;18/08/2021;0;278065
744;2957;France;Amendes.gouv.fr;1;0;92;567;08/10/2021;0;278062
745;2958;France;Impots.gouv.fr;1;0;92;742;08/10/2021;0;278059
746;2959;France;Ministère de l’Europe et des Affaires étrangères (MEAE);1;1;195;1780;19/01/2022;0;278056
747;2960;France;Franceconnect;0;0;92;529;08/10/2021;0;278053
748;2961;France;CNAM;1;0;123;351;08/11/2021;0;278051
749;2963;France;ANTS;1;1;61;507;08/11/2021;0;278048
750;2965;France;Région de Gendarmerie;0;0;30;457;08/10/2021;0;278045
751;2966;France;Région de Gendarmerie;0;0;30;494;08/10/2021;0;278042
752;2968;France;CPAM;1;0;30;661;08/10/2021;0;278039
753;2969;France;Carsat;0;0;30;566;08/10/2021;0;278036
754;2970;France;Carsat;0;0;30;353;08/10/2021;0;278033
