;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction
4923;Côte d'ivoire;Réseau consulaire;1;0;371;552;02/11/2022;1
4924;Suisse;Réseau consulaire;1;1;114;270;18/02/2022;1
4927;Royaume-uni;Réseau consulaire;1;0;118;256;22/02/2022;1
4928;Sénégal;Réseau consulaire;1;1;118;759;22/02/2022;0
4930;Royaume-uni;Réseau consulaire;1;1;114;932;18/02/2022;1
4931;Suisse;Réseau consulaire;1;1;118;295;22/02/2022;1
4932;Israël;Réseau consulaire;0;0;118;583;22/02/2022;1
4933;Afghanistan;Réseau consulaire;1;0;118;115;22/02/2022;1
4935;Viet nam;Réseau consulaire;1;1;118;230;22/02/2022;1
4936;Myanmar;Réseau consulaire;0;0;114;674;18/02/2022;1
4938;Madagascar;Réseau consulaire;1;1;249;746;03/07/2022;0
4939;Pays-bas;Réseau consulaire;0;0;117;257;21/02/2022;1
4940;Côte d'ivoire;Réseau consulaire;0;0;65;526;31/12/2021;1
4941;Afghanistan;Réseau consulaire;1;1;65;149;31/12/2021;1
4943;Arabie saoudite;Réseau consulaire;1;0;65;541;31/12/2021;1
4944;Suisse;Réseau consulaire;0;0;65;351;31/12/2021;1
4945;Afghanistan;Réseau consulaire;0;1;65;482;31/12/2021;1
4946;Royaume-uni;Réseau consulaire;1;1;65;458;31/12/2021;1
4947;Suisse;Réseau consulaire;0;0;65;416;31/12/2021;1
4948;Suisse;Réseau consulaire;0;0;65;276;31/12/2021;1
4949;Allemagne;Réseau consulaire;0;0;249;342;03/07/2022;1
4953;Liban;Réseau consulaire;1;1;65;228;31/12/2021;1
4954;France;Réseau consulaire;1;1;118;285;22/02/2022;0
4956;Allemagne;Réseau consulaire;0;0;65;1002;31/12/2021;1
4957;Suisse;Réseau consulaire;0;1;65;337;31/12/2021;1
4958;Allemagne;Réseau consulaire;1;0;50;422;16/12/2021;1
4960;Chine;Réseau consulaire;1;1;117;1012;21/02/2022;1
4962;Espagne;Réseau consulaire;0;0;117;509;21/02/2022;1
4964;Belgique;Réseau consulaire;1;0;118;252;22/02/2022;1
4965;Grèce;Réseau consulaire;0;0;50;145;16/12/2021;0
4966;Belgique;Réseau consulaire;1;0;50;344;16/12/2021;1
4968;Ghana;Réseau consulaire;1;1;280;989;03/08/2022;1
4969;Italie;Réseau consulaire;0;0;280;305;03/08/2022;1
4970;Royaume-uni;Réseau consulaire;0;0;280;556;03/08/2022;1
4971;Belgique;Réseau consulaire;0;1;280;651;03/08/2022;1
4972;Sénégal;Réseau consulaire;1;0;280;611;03/08/2022;0
4973;Afghanistan;Réseau consulaire;0;0;280;238;03/08/2022;1
4974;Afghanistan;Réseau consulaire;1;0;280;859;03/08/2022;1
4975;Madagascar;Réseau consulaire;0;0;280;880;03/08/2022;0
4976;Royaume-uni;Réseau consulaire;1;1;280;389;03/08/2022;1
4977;Suisse;Réseau consulaire;1;0;280;900;03/08/2022;1
4978;États-unis;Réseau consulaire;1;1;280;802;03/08/2022;1
4979;Cambodge;Réseau consulaire;1;0;280;303;03/08/2022;1
4980;Roumanie;Réseau consulaire;0;0;280;600;03/08/2022;1
4982;Afghanistan;Réseau consulaire;1;0;50;368;16/12/2021;1
4985;Algérie;Réseau consulaire;0;0;50;267;16/12/2021;0
4988;Afghanistan;Réseau consulaire;0;0;50;517;16/12/2021;1
4989;Russie, fédération de;Réseau consulaire;1;0;50;276;16/12/2021;0
4992;France;Réseau consulaire;0;0;50;1001;16/12/2021;0
4993;Suisse;Réseau consulaire;1;0;50;167;16/12/2021;1
4995;Royaume-uni;Réseau consulaire;0;0;280;355;03/08/2022;1
4996;Kenya;Réseau consulaire;1;1;50;190;16/12/2021;1
4997;Afghanistan;Réseau consulaire;0;0;50;445;16/12/2021;1
4998;Belgique;Réseau consulaire;0;0;50;701;16/12/2021;1
5000;Espagne;Réseau consulaire;0;0;49;158;15/12/2021;1
5001;Suisse;Réseau consulaire;1;0;49;715;15/12/2021;1
5003;Bénin;Réseau consulaire;0;0;49;441;15/12/2021;1
5004;Suisse;Réseau consulaire;1;0;50;531;16/12/2021;1
5005;Afghanistan;Réseau consulaire;0;0;49;248;15/12/2021;1
5006;Luxembourg;Réseau consulaire;1;1;49;360;15/12/2021;0
5008;Côte d'ivoire;Réseau consulaire;1;1;49;561;15/12/2021;1
5009;Bénin;Réseau consulaire;1;1;50;205;16/12/2021;1
5010;Suisse;Réseau consulaire;1;0;49;990;15/12/2021;1
5011;Royaume-uni;Réseau consulaire;1;1;49;614;15/12/2021;1
5012;Belgique;Réseau consulaire;1;0;280;254;03/08/2022;1
5013;Afghanistan;Réseau consulaire;1;0;49;256;15/12/2021;1
5014;Royaume-uni;Réseau consulaire;1;0;48;167;14/12/2021;1
5018;Allemagne;Réseau consulaire;1;0;49;642;15/12/2021;1
5019;Italie;Réseau consulaire;1;0;49;493;15/12/2021;1
5021;Afghanistan;Réseau consulaire;0;1;65;972;31/12/2021;1
5022;Émirats arabes unis;Réseau consulaire;0;0;49;261;15/12/2021;0
5023;Portugal;Réseau consulaire;1;0;65;217;31/12/2021;1
5025;Espagne;Réseau consulaire;0;1;49;249;15/12/2021;1
5027;Espagne;Réseau consulaire;0;0;280;223;03/08/2022;1
5029;Espagne;Réseau consulaire;1;0;49;565;15/12/2021;1
5030;Irlande;Réseau consulaire;0;0;49;205;15/12/2021;1
5031;Suisse;Réseau consulaire;1;1;280;674;03/08/2022;1
5033;Pays-bas;Réseau consulaire;1;1;49;803;15/12/2021;1
5034;Suisse;Réseau consulaire;0;0;49;572;15/12/2021;1
5035;Portugal;Réseau consulaire;0;0;49;989;15/12/2021;1
5036;Belgique;Réseau consulaire;1;0;49;997;15/12/2021;1
5037;Danemark;Réseau consulaire;1;0;49;582;15/12/2021;1
5038;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;65;519;31/12/2021;1
5039;Royaume-uni;Réseau consulaire;1;1;49;992;15/12/2021;1
5040;Grèce;Réseau consulaire;0;0;49;564;15/12/2021;0
5041;Afghanistan;Réseau consulaire;1;1;49;182;15/12/2021;1
5042;Suisse;Réseau consulaire;1;0;49;300;15/12/2021;1
5043;Suisse;Réseau consulaire;0;1;49;679;15/12/2021;1
5044;Suisse;Réseau consulaire;1;0;280;865;03/08/2022;1
5045;Royaume-uni;Réseau consulaire;1;1;49;490;15/12/2021;1
5047;Suisse;Réseau consulaire;1;1;49;649;15/12/2021;1
5050;Turquie;Réseau consulaire;1;0;49;412;15/12/2021;1
5053;Afghanistan;Réseau consulaire;1;1;49;550;15/12/2021;1
5054;Argentine;Réseau consulaire;0;0;49;259;15/12/2021;1
5057;Thaïlande;Réseau consulaire;1;1;49;128;15/12/2021;1
5058;Afghanistan;Réseau consulaire;1;1;49;205;15/12/2021;1
5060;Portugal;Réseau consulaire;0;0;49;135;15/12/2021;1
5061;Afghanistan;Réseau consulaire;0;0;49;372;15/12/2021;1
5062;Suisse;Réseau consulaire;0;0;49;994;15/12/2021;1
5063;Kazakhstan;Réseau consulaire;1;0;49;764;15/12/2021;1
5065;Allemagne;Réseau consulaire;0;1;49;135;15/12/2021;1
5066;Israël;Réseau consulaire;1;1;49;998;15/12/2021;1
5068;Royaume-uni;Réseau consulaire;0;1;280;504;03/08/2022;1
5069;France;Réseau consulaire;1;0;140;330;16/03/2022;0
5070;Tunisie;Réseau consulaire;1;0;280;629;03/08/2022;1
5071;Liban;Réseau consulaire;1;1;140;597;16/03/2022;1
5073;Espagne;Réseau consulaire;0;0;49;462;15/12/2021;1
5074;Espagne;Réseau consulaire;1;0;49;486;15/12/2021;1
5075;Suède;Réseau consulaire;0;0;49;144;15/12/2021;0
5076;Maroc;Réseau consulaire;1;1;49;1000;15/12/2021;1
5077;Afghanistan;Réseau consulaire;1;1;49;808;15/12/2021;1
5078;Maroc;Réseau consulaire;1;0;140;144;16/03/2022;1
5079;Madagascar;Réseau consulaire;0;0;49;506;15/12/2021;0
5083;Afghanistan;Réseau consulaire;1;1;49;502;15/12/2021;1
5084;Espagne;Réseau consulaire;0;0;49;253;15/12/2021;1
5086;Afghanistan;Réseau consulaire;0;1;49;300;15/12/2021;1
5087;Royaume-uni;Réseau consulaire;0;0;49;784;15/12/2021;1
5088;Espagne;Réseau consulaire;1;1;49;989;15/12/2021;1
5090;Afghanistan;Réseau consulaire;0;0;49;210;15/12/2021;1
5092;Kenya;Réseau consulaire;0;0;49;1006;15/12/2021;1
5094;Allemagne;Réseau consulaire;1;0;49;254;15/12/2021;1
5095;Afghanistan;Réseau consulaire;1;0;50;220;16/12/2021;1
5096;Rwanda;Réseau consulaire;0;0;49;667;15/12/2021;1
5098;Royaume-uni;Réseau consulaire;1;1;49;322;15/12/2021;1
5099;Suisse;Réseau consulaire;1;1;49;707;15/12/2021;1
5100;Suisse;Réseau consulaire;1;0;49;694;15/12/2021;1
5101;Afrique du sud;Réseau consulaire;0;0;49;103;15/12/2021;1
5102;Argentine;Réseau consulaire;0;0;49;307;15/12/2021;1
5103;Afghanistan;Réseau consulaire;1;0;50;328;16/12/2021;1
5104;Suisse;Réseau consulaire;1;1;49;606;15/12/2021;1
5105;Espagne;Réseau consulaire;1;0;49;350;15/12/2021;1
5106;Maurice;Réseau consulaire;0;0;140;344;16/03/2022;1
5107;Côte d'ivoire;Réseau consulaire;1;0;140;881;16/03/2022;1
5108;Mali;Réseau consulaire;1;0;49;993;15/12/2021;1
5109;Angola;Réseau consulaire;1;0;50;359;16/12/2021;1
5110;Allemagne;Réseau consulaire;1;0;50;740;16/12/2021;1
5112;Canada;Réseau consulaire;1;0;50;682;16/12/2021;0
5115;Luxembourg;Réseau consulaire;0;0;50;340;16/12/2021;0
5118;Luxembourg;Réseau consulaire;1;1;50;249;16/12/2021;0
5119;Roumanie;Réseau consulaire;1;0;50;426;16/12/2021;1
5122;Suisse;Réseau consulaire;1;0;140;653;16/03/2022;1
5123;Espagne;Réseau consulaire;1;0;50;416;16/12/2021;1
5125;Russie, fédération de;Réseau consulaire;0;0;50;491;16/12/2021;0
5126;Espagne;Réseau consulaire;1;0;50;619;16/12/2021;1
5127;Bénin;Réseau consulaire;1;0;50;611;16/12/2021;1
5128;Luxembourg;Réseau consulaire;1;1;50;292;16/12/2021;0
5130;Suisse;Réseau consulaire;0;0;65;157;31/12/2021;1
5131;Suisse;Réseau consulaire;0;0;50;395;16/12/2021;1
5133;Suisse;Réseau consulaire;1;0;50;1007;16/12/2021;1
5134;Belgique;Réseau consulaire;0;0;50;353;16/12/2021;1
5135;Suisse;Réseau consulaire;1;0;50;251;16/12/2021;1
5136;Espagne;Réseau consulaire;1;1;50;389;16/12/2021;1
5138;Cambodge;Réseau consulaire;1;0;50;797;16/12/2021;1
5139;Royaume-uni;Réseau consulaire;1;1;50;792;16/12/2021;1
5140;Royaume-uni;Réseau consulaire;1;0;50;910;16/12/2021;1
5141;Suisse;Réseau consulaire;1;1;50;206;16/12/2021;1
5142;Suisse;Réseau consulaire;1;0;50;349;16/12/2021;1
5143;Thaïlande;Réseau consulaire;1;0;65;825;31/12/2021;1
5144;Maurice;Réseau consulaire;0;1;50;713;16/12/2021;1
5148;Israël;Réseau consulaire;1;1;50;188;16/12/2021;1
5149;Belgique;Réseau consulaire;0;0;50;959;16/12/2021;1
5151;Afghanistan;Réseau consulaire;1;1;50;557;16/12/2021;1
5152;Émirats arabes unis;Réseau consulaire;0;0;50;248;16/12/2021;0
5153;Espagne;Réseau consulaire;1;1;50;405;16/12/2021;1
5155;Chine;stationnement.gouv.fr;0;1;339;985;01/10/2022;1
5157;Espagne;Réseau consulaire;1;0;50;282;16/12/2021;1
5159;France;Réseau consulaire;1;0;65;1000;31/12/2021;0
5160;Suisse;Réseau consulaire;0;0;50;101;16/12/2021;1
5161;Royaume-uni;Réseau consulaire;1;0;65;490;31/12/2021;1
5163;Royaume-uni;Réseau consulaire;0;0;65;181;31/12/2021;1
5164;Espagne;Réseau consulaire;1;1;65;800;31/12/2021;1
5165;Russie, fédération de;Réseau consulaire;1;0;65;518;31/12/2021;0
5166;Afghanistan;Réseau consulaire;0;0;65;781;31/12/2021;1
5167;Royaume-uni;Réseau consulaire;1;0;65;613;31/12/2021;1
5168;Suède;Réseau consulaire;0;0;65;337;31/12/2021;0
5169;Niger;Réseau consulaire;1;0;65;232;31/12/2021;1
5170;Pays-bas;Réseau consulaire;0;1;65;634;31/12/2021;1
5171;Australie;Réseau consulaire;1;0;65;463;31/12/2021;0
5172;Suisse;Réseau consulaire;1;1;140;419;16/03/2022;1
5173;Suisse;Réseau consulaire;1;0;140;353;16/03/2022;1
5174;Suisse;Réseau consulaire;1;0;65;773;31/12/2021;1
5175;Afghanistan;Réseau consulaire;1;0;65;944;31/12/2021;1
5177;Allemagne;Réseau consulaire;1;0;65;300;31/12/2021;1
5180;Allemagne;Réseau consulaire;0;0;65;885;31/12/2021;1
5183;Afghanistan;Réseau consulaire;0;0;65;619;31/12/2021;1
5184;Indonésie;Réseau consulaire;1;0;140;1012;16/03/2022;1
5187;Suisse;Réseau consulaire;1;0;65;626;31/12/2021;1
5188;Belgique;Réseau consulaire;1;0;140;385;16/03/2022;1
5190;Espagne;Réseau consulaire;1;1;140;377;16/03/2022;1
5191;Afghanistan;Réseau consulaire;1;0;140;1012;16/03/2022;1
5192;Allemagne;Réseau consulaire;0;0;140;489;16/03/2022;1
5193;Belgique;Réseau consulaire;1;1;140;994;16/03/2022;1
5195;Allemagne;Réseau consulaire;1;0;140;801;16/03/2022;1
5196;Pays-bas;Réseau consulaire;1;0;140;372;16/03/2022;1
5198;Allemagne;Réseau consulaire;1;0;140;448;16/03/2022;1
5199;France;Réseau consulaire;0;0;140;173;16/03/2022;0
5200;Royaume-uni;Réseau consulaire;1;0;140;703;16/03/2022;1
5201;Afghanistan;Réseau consulaire;1;1;140;711;16/03/2022;1
5203;Chine;Réseau consulaire;1;1;140;1001;16/03/2022;1
5204;Espagne;Réseau consulaire;1;0;140;658;16/03/2022;1
5205;Maroc;Réseau consulaire;1;0;140;235;16/03/2022;1
5206;Royaume-uni;Réseau consulaire;1;1;140;352;16/03/2022;1
5207;Lao, république démocratique populaire;Réseau consulaire;0;0;140;504;16/03/2022;1
5208;Afghanistan;Réseau consulaire;1;1;154;106;30/03/2022;1
5209;Suisse;Réseau consulaire;1;0;140;547;16/03/2022;1
5213;Russie, fédération de;Réseau consulaire;1;1;170;997;15/04/2022;0
5214;France;Réseau consulaire;1;0;170;306;15/04/2022;0
5216;Allemagne;Réseau consulaire;1;0;170;719;15/04/2022;1
5217;Royaume-uni;Réseau consulaire;0;0;170;452;15/04/2022;1
5218;Suisse;Réseau consulaire;1;0;170;744;15/04/2022;1
5220;Cameroun;Réseau consulaire;1;1;170;473;15/04/2022;1
5222;Espagne;Réseau consulaire;1;0;170;252;15/04/2022;1
5224;Israël;Réseau consulaire;1;1;175;515;20/04/2022;1
5225;Espagne;Réseau consulaire;1;0;175;475;20/04/2022;1
5226;Espagne;Réseau consulaire;0;1;175;940;20/04/2022;1
5228;Chine;Réseau consulaire;0;1;175;237;20/04/2022;1
5229;Afghanistan;Réseau consulaire;1;0;175;425;20/04/2022;1
5230;Luxembourg;Réseau consulaire;0;0;175;646;20/04/2022;0
5231;Luxembourg;Réseau consulaire;0;0;175;593;20/04/2022;0
5232;Espagne;Réseau consulaire;0;1;175;338;20/04/2022;1
5233;Royaume-uni;Réseau consulaire;1;0;175;150;20/04/2022;1
5234;Suisse;Réseau consulaire;1;0;175;993;20/04/2022;1
5235;Maroc;Réseau consulaire;1;1;170;459;15/04/2022;1
5236;Hong-kong;Réseau consulaire;0;0;175;546;20/04/2022;1
5237;Afghanistan;Réseau consulaire;1;0;175;440;20/04/2022;1
5238;Afrique du sud;Réseau consulaire;1;0;175;832;20/04/2022;1
5239;Espagne;Réseau consulaire;1;0;170;204;15/04/2022;1
5240;Espagne;Réseau consulaire;1;1;175;358;20/04/2022;1
5242;Afghanistan;Réseau consulaire;1;0;175;422;20/04/2022;1
5245;Cambodge;Réseau consulaire;1;0;175;238;20/04/2022;1
5248;Suisse;Réseau consulaire;0;1;175;328;20/04/2022;1
5249;Hong-kong;Réseau consulaire;1;0;175;852;20/04/2022;1
5252;Allemagne;Réseau consulaire;1;0;176;725;21/04/2022;1
5253;Thaïlande;Réseau consulaire;0;0;175;223;20/04/2022;1
5255;Australie;Réseau consulaire;0;0;175;575;20/04/2022;0
5256;Royaume-uni;Réseau consulaire;1;0;175;999;20/04/2022;1
5257;Espagne;Réseau consulaire;0;0;177;855;22/04/2022;1
5258;Royaume-uni;Réseau consulaire;1;1;176;1002;21/04/2022;1
5260;Espagne;Réseau consulaire;1;0;176;360;21/04/2022;1
5261;Afghanistan;Réseau consulaire;0;0;176;447;21/04/2022;1
5263;Israël;Réseau consulaire;1;0;176;621;21/04/2022;1
5264;Royaume-uni;Réseau consulaire;0;0;177;288;22/04/2022;1
5265;Andorre;Réseau consulaire;0;0;180;377;25/04/2022;1
5266;Émirats arabes unis;Réseau consulaire;0;1;180;694;25/04/2022;0
5268;Espagne;Réseau consulaire;0;0;177;333;22/04/2022;1
5269;Suisse;Réseau consulaire;0;0;176;104;21/04/2022;1
5270;Royaume-uni;Réseau consulaire;0;1;176;182;21/04/2022;1
5271;Suisse;Réseau consulaire;1;0;180;993;25/04/2022;1
5272;Grèce;Réseau consulaire;0;0;180;396;25/04/2022;0
5273;Suisse;Réseau consulaire;1;1;180;381;25/04/2022;1
5274;Afghanistan;Réseau consulaire;0;1;180;444;25/04/2022;1
5278;Afghanistan;Réseau consulaire;1;1;181;665;26/04/2022;1
5279;Tunisie;Réseau consulaire;1;0;176;835;21/04/2022;1
5281;Burkina faso;Réseau consulaire;0;0;170;252;15/04/2022;1
5282;Belgique;Réseau consulaire;1;1;180;948;25/04/2022;1
5283;Afghanistan;Réseau consulaire;1;1;170;140;15/04/2022;1
5285;Pologne;Réseau consulaire;1;1;180;815;25/04/2022;1
5287;Suisse;Réseau consulaire;1;0;181;226;26/04/2022;1
5289;Royaume-uni;Réseau consulaire;1;0;181;185;26/04/2022;1
5290;Afghanistan;Réseau consulaire;0;0;181;891;26/04/2022;1
5291;Irlande;Réseau consulaire;1;0;176;410;21/04/2022;1
5293;Liban;Réseau consulaire;0;1;181;838;26/04/2022;1
5294;Indonésie;Réseau consulaire;1;1;181;827;26/04/2022;1
5295;Arabie saoudite;Réseau consulaire;1;1;181;969;26/04/2022;1
5296;Danemark;Réseau consulaire;1;1;181;495;26/04/2022;1
5297;Espagne;Réseau consulaire;0;1;181;988;26/04/2022;1
5298;Irlande;Réseau consulaire;1;0;181;170;26/04/2022;1
5299;Royaume-uni;Réseau consulaire;1;0;181;908;26/04/2022;1
5473;Royaume-uni;Réseau consulaire;1;0;181;771;26/04/2022;1
5474;Maroc;Réseau consulaire;1;1;181;785;26/04/2022;1
5475;Iraq;Réseau consulaire;1;1;182;997;27/04/2022;1
5476;Liban;Réseau consulaire;0;0;182;350;27/04/2022;1
5477;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;182;810;27/04/2022;1
5478;Maroc;Ministère de l’Europe et des Affaires étrangères (MEAE);0;0;182;239;27/04/2022;1
5480;Espagne;Réseau consulaire;1;1;182;820;27/04/2022;1
5483;Espagne;Réseau consulaire;0;0;182;480;27/04/2022;1
5486;Espagne;Réseau consulaire;0;1;182;308;27/04/2022;1
5487;Irlande;Réseau consulaire;1;0;182;399;27/04/2022;1
5490;Afghanistan;Réseau consulaire;1;1;183;323;28/04/2022;1
5491;Espagne;Réseau consulaire;0;1;183;897;28/04/2022;1
5493;Irlande;Réseau consulaire;0;0;182;308;27/04/2022;1
5494;États-unis;Réseau consulaire;0;0;183;417;28/04/2022;1
5495;Irlande;Réseau consulaire;0;0;183;898;28/04/2022;1
5496;Algérie;Réseau consulaire;1;1;183;157;28/04/2022;0
5498;Tunisie;Réseau consulaire;1;0;183;369;28/04/2022;1
5499;Afghanistan;Réseau consulaire;1;1;183;223;28/04/2022;1
5501;Irlande;Réseau consulaire;1;1;183;665;28/04/2022;1
5502;Rwanda;Réseau consulaire;0;1;183;203;28/04/2022;1
5503;Irlande;Réseau consulaire;1;0;183;1003;28/04/2022;1
5504;Tunisie;Réseau consulaire;1;1;183;136;28/04/2022;1
5506;États-unis;Réseau consulaire;0;0;184;442;29/04/2022;1
5507;Sénégal;Réseau consulaire;0;1;184;364;29/04/2022;0
5508;Suisse;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;184;103;29/04/2022;1
5509;Royaume-uni;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;184;323;29/04/2022;1
5510;Algérie;Réseau consulaire;1;0;184;907;29/04/2022;0
5511;Suisse;Ministère de l’Europe et des Affaires étrangères (MEAE);0;1;184;372;29/04/2022;1
5512;Maroc;Carsat;0;0;79;857;14/01/2022;0
5516;Irlande;Réseau consulaire;1;0;184;758;29/04/2022;1
5517;Algérie;Réseau consulaire;0;0;184;153;29/04/2022;0
5519;Espagne;Réseau consulaire;0;1;184;254;29/04/2022;1
5520;Sénégal;Réseau consulaire;0;0;101;509;05/02/2022;0
5521;Israël;Réseau consulaire;1;0;101;207;05/02/2022;1
5523;Afghanistan;Réseau consulaire;1;1;183;753;28/04/2022;1
5525;États-unis;Réseau consulaire;1;0;101;403;05/02/2022;1
5527;Pays-bas;Réseau consulaire;1;1;101;221;05/02/2022;1
5528;Espagne;Carsat;1;0;78;625;13/01/2022;1
5529;Suisse;Réseau consulaire;1;0;101;997;05/02/2022;1
5531;Canada;ANTS;0;1;101;434;05/02/2022;0
5532;Pakistan;Réseau consulaire;1;0;101;352;05/02/2022;1
5533;Espagne;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;101;133;05/02/2022;1
5534;Canada;Réseau consulaire;0;0;101;168;05/02/2022;0
5535;Royaume-uni;Réseau consulaire;1;0;101;749;05/02/2022;1
5537;Royaume-uni;Service-public.fr;0;0;96;906;31/01/2022;0
5538;Sénégal;Ministère de l’Europe et des Affaires étrangères (MEAE);1;0;221;296;05/06/2022;1
5539;France;CNAM;1;0;54;236;20/12/2021;0
5540;Espagne;Réseau consulaire;1;1;221;397;05/06/2022;1
5541;Canada;Réseau consulaire;1;1;221;439;05/06/2022;0
8457;France;INSEE;1;1;153;294;02/08/2022;0
8458;France;Direction régionale DR;0;1;-16;406;14/02/2022;0
8460;Espagne;Réseau consulaire;1;0;153;141;02/08/2022;1
8463;France;CAF;1;0;153;101;02/08/2022;0
8466;France;CPAM;1;0;153;469;02/08/2022;0
8467;France;Service-public.fr;0;0;-7;268;23/02/2022;0
8470;France;INSEE;1;0;153;97;02/08/2022;0
8471;France;Impots.gouv.fr;0;0;153;141;02/08/2022;0
8473;France;Service-public.fr;0;0;-7;116;23/02/2022;0
8474;France;ANTS;0;0;15;220;17/03/2022;0
8475;France;ANTS;1;0;15;572;17/03/2022;0
8476;France;ANTS;1;1;15;1000;17/03/2022;0
8478;France;CPAM;0;0;153;492;02/08/2022;0
8479;France;France services;0;0;275;469;02/12/2022;0
8481;France;Service-public.fr;0;0;-38;412;23/02/2022;0
8482;France;CAF;1;1;122;628;02/08/2022;0
8483;France;Centre national CESU;0;0;-46;281;15/02/2022;0
8484;France;CPAM;1;0;122;562;02/08/2022;0
8486;France;ANTS;1;0;-16;370;17/03/2022;0
8487;Belgique;Carsat;1;0;-44;995;17/02/2022;0
8488;France;CPAM;1;0;122;610;02/08/2022;0
8489;Suisse;CPAM;1;1;122;756;02/08/2022;1
8490;France;ANAH;0;1;-3;686;30/03/2022;0
8491;France;Carsat;0;0;183;107;02/10/2022;0
8492;France;Service-public.fr;0;0;-38;266;23/02/2022;0
8496;France;AGENCE POLE EMPLOI (APE);1;0;153;364;02/09/2022;1
8497;France;Info Retraite;0;0;183;140;02/10/2022;0
8499;France;Carsat;1;0;-36;720;25/02/2022;0
8500;France;CPAM;0;0;122;398;02/08/2022;0
8501;France;Maprocuration.gouv.fr;0;0;27;299;29/04/2022;0
8503;Côte d'ivoire;Service-public.fr;1;0;-38;811;23/02/2022;0
8505;France;Carsat;1;0;-36;701;25/02/2022;0
8507;France;ANAH;1;1;-3;873;30/03/2022;0
8508;France;MSA;0;0;-36;181;25/02/2022;0
8509;France;ANAH;1;1;-3;887;30/03/2022;0
8511;France;INSEE;1;1;122;649;02/08/2022;0
8512;France;CPAM;1;0;153;217;02/09/2022;0
8513;France;AGIRC-ARRCO;0;0;1;925;03/04/2022;0
8514;France;INSEE;0;0;122;178;02/08/2022;0
8515;France;INSEE;1;0;122;166;02/08/2022;0
8517;France;Impots.gouv.fr;0;0;-43;910;18/02/2022;0
8518;Maroc;Info Retraite;0;1;-36;518;25/02/2022;0
8519;France;Carsat;1;0;183;322;02/10/2022;0
8520;France;INSEE;1;0;122;670;02/08/2022;0
8521;France;Amendes.gouv.fr;0;1;183;994;02/10/2022;0
8522;France;Région de Gendarmerie;0;0;214;347;02/11/2022;0
8523;France;Carsat;1;0;-39;998;22/02/2022;0
8525;France;Carsat;0;0;91;206;02/07/2022;0
8528;France;ANTS;1;1;-16;980;17/03/2022;0
8531;France;Service des Impôts des particuliers;0;0;-58;300;03/02/2022;0
8532;France;ANTS;0;0;92;171;02/08/2022;0
8535;France;COMMISSARIAT DE POLICE;0;1;184;526;02/11/2022;0
8536;France;INSEE;0;0;92;410;02/08/2022;0
8538;France;Caisse régionale URSSAF;0;0;-73;486;18/02/2022;0
8539;France;CNAM;1;1;123;514;02/09/2022;0
8540;France;CNAM;0;0;123;250;02/09/2022;0
8541;France;Centre national CESU;0;0;-76;371;15/02/2022;0
8543;France;INSEE;1;0;92;322;02/08/2022;0
8544;France;INSEE;1;1;92;136;02/08/2022;0
8546;France;INSEE;0;1;92;178;02/08/2022;0
8547;France;INSEE;0;0;92;226;02/08/2022;0
8548;France;Service-public.fr;0;0;-68;103;23/02/2022;0
8549;France;ANAH;1;0;-33;490;30/03/2022;0
8551;France;Service des Impôts des particuliers;0;0;-68;545;23/02/2022;0
8552;France;INSEE;1;1;92;534;02/08/2022;0
8553;France;CNAM;1;0;153;208;02/10/2022;0
8554;France;CNAM;1;1;-77;962;14/02/2022;0
8555;France;Réseau des rectorats et DSDEN;1;1;-77;517;14/02/2022;0
8556;France;ANTS;0;0;-46;233;17/03/2022;0
8557;France;INSEE;1;1;184;302;02/11/2022;0
8561;France;ANTS;1;0;-77;769;17/03/2022;0
8562;France;INSEE;1;1;61;998;02/08/2022;0
8564;Allemagne;Impots.gouv.fr;0;0;61;996;02/08/2022;1
8565;France;ANTS;0;0;-77;109;17/03/2022;0
8566;France;Franceconnect;1;0;-105;755;17/02/2022;0
8568;France;ANTS;0;0;-77;757;17/03/2022;0
8570;France;CAF;1;0;153;912;02/11/2022;0
8572;France;COMMISSARIAT DE POLICE;1;0;-79;836;15/03/2022;0
8573;France;ANAH;1;1;-64;290;30/03/2022;0
8574;France;INSEE;1;0;61;485;02/08/2022;0
8576;France;Carsat;1;1;-101;547;21/02/2022;0
8577;France;ANTAI;1;0;61;995;02/08/2022;0
8578;France;ANAH;1;1;-64;549;30/03/2022;0
8579;France;Service des Impôts des particuliers;0;0;93;198;03/09/2022;0
8580;France;CAF;1;1;-108;596;14/02/2022;0
8582;France;INSEE;0;0;61;342;02/08/2022;0
8583;France;ANTS;0;0;-77;995;17/03/2022;0
8584;France;ANAH;1;1;-28;319;04/06/2022;0
8585;France;INSEE;1;0;-138;150;14/02/2022;0
8586;France;Service-public.fr;1;0;-129;871;23/02/2022;0
8587;France;CPAM;1;1;92;597;02/10/2022;0
8588;Suisse;Réseau consulaire;0;1;-138;335;14/02/2022;1
